Reference code	Original Reference No	Location code	Title	Other title 1	Other title 2	Other title 3	Other title 4	Creator	Date (start) YYYY	start confirm	Date (end) YYYY	end confirm	Level of description	Extent	Medium	Language	Administrative history	Content	Condition governing access	Related unit(s) of description	Other notes	Internal only notes	Complete or not	Status review required	Date of collection	Source	Acquisition method	Material type	Record disclosure counter	Condition	Archivist's remarks	Archival history	Conservation related issues	Master reference code	Name & Subject	Important item(s)
SEK-6-184	V.4-B-8	D03/12	Cross-harbour Tunnel	________					1975		1976			2	folder(s)	Eng		The Cross Harbour Tunnel Co., Ltd. was formed to manage the construction of an under-harbour tunnel connecting Hong Kong Island to Kowloon. Correspondence between the Kadoories, various governement officers, and consultants involved with the project make up the majority of the documentation. This file also contains monthly progress reports, financial statements and plans draw by consulting engineers Freeman, Fox and Partners and Scott Wilson Kirkpatrick & Partners.  	1				FALSE	FALSE		SGB 22F			1976						Cross-harbour Tunnel	
SEK-6-185	V.4-B-9	D03/13	Cross-harbour Tunnel	________					1976		1978			2	folder(s)	Eng		The Cross Harbour Tunnel Co., Ltd. was formed to manage the construction of an under-harbour tunnel connecting Hong Kong Island to Kowloon. Correspondence between the Kadoories, various governement officers, and consultants involved with the project make up the majority of the documentation. This file also contains monthly progress reports, financial statements and plans draw by consulting engineers Freeman, Fox and Partners and Scott Wilson Kirkpatrick & Partners.  	1				FALSE	FALSE		SGB 22F			1978						Cross-harbour Tunnel	
SEK-6-186	V.4-B-10	D03/13	Cross-harbour Tunnel	________					1981		1987			2	folder(s)	Eng		The Cross Harbour Tunnel Co., Ltd. was formed to manage the construction of an under-harbour tunnel connecting Hong Kong Island to Kowloon. Correspondence between the Kadoories, various governement officers, and consultants involved with the project make up the majority of the documentation. This file also contains monthly progress reports, financial statements and plans draw by consulting engineers Freeman, Fox and Partners and Scott Wilson Kirkpatrick & Partners.  	2				FALSE	FALSE		SGB 22F			1987						Cross-harbour Tunnel	
SEK-6-187	V.4-C-1	D03/14	Cross-harbour Tunnel - circulars to directors	________					1969		1973			2	folder(s)	Eng		The Cross Harbour Tunnel Co., Ltd. was formed to manage the construction of an under-harbour tunnel connecting Hong Kong Island to Kowloon. This file contains notices circulated to the directors of the company. 	1				FALSE	FALSE		SGB 22F			1973						Cross-harbour Tunnel	
SEK-6-188	V.5-A-1	D03/14	Valgar						1961		1973			1	folder(s)	Eng		Valgar, Ltd., established by Registered Offices on behalf of Gerson Reichman in 1961 was intended to be used to facilitate investment in Hong Kong. The company was never active. In 1973 the company name was changed to Dolman, and it subsequently went into voluntary liquidation. The file contains administrative records, yearly accounts and reports and correspondence regarding the company. 	1				FALSE	FALSE		SGB 24F			1973							
SEK-6-189	V.7-A-1	D03/14	Victoria International Investment						1966		1970			2	folder(s)	Eng		Victoria International Investment was an international investment firm based in London which Intended to give Hong Kong-based investors access to international assets. In 1973, the company was sold to Jardine Matheson & Co. at which time it was renamed Jardine Industries, Ltd. Michael Kadoorie was invited to be a director in 1966. He served as a director until the company was sold to Jardine Matheson & Co. in 1973 at which time the company was renamed Jardine Industries, Ltd.The file contains quartely reports, meeting minutes and administrative correspondence. 	1				FALSE	FALSE		SGB 24F			1970						Victoria International Investment	
SEK-6-190	V.7-A-2	D03/15	Victoria International Investment						1970		1973			2	folder(s)	Eng		Victoria International Investment was an international investment firm based in London which Intended to give Hong Kong-based investors access to international assets. In 1973, the company was sold to Jardine Matheson & Co. at which time it was renamed Jardine Industries, Ltd. Michael Kadoorie was invited to be a director in 1966. He served as a director until the company was sold to Jardine Matheson & Co. in 1973 at which time the company was renamed Jardine Industries, Ltd.The file contains quartely reports, meeting minutes and administrative correspondence. 	1				FALSE	FALSE		SGB 24F			1973						Victoria International Investment	
SEK-6-191	V.8-A-1	D03/15	Vetch & Lee	______					1968		1975			1	folder(s)	Eng		Vetch & Lee was a publishing company formed by Henri Vetch, former head of the Hong Kong University Press, and Rupert Lee. Lindsay Ride served as the Chairman of the company. The company operated from 1969 through 1976 when the name was changed to Li Shun Cheung & Co., Ltd. The company focused on publishing books on Chinese history and culture for an English speaking audience. This file contains a list of published works, annual reports, correspondence regarding the management of the company, and financial statements of the company. 	1				FALSE	FALSE		SGB 24F			1975							
SEK-6-192		D04/01	Metrojet - Executive Aviation file no.1						1994		1995			2	folder(s)	Eng		The idea for a non-scheduled jet operater servicing Hong Kong and China was first discussed in 1994. in 1995, Metrojet was foundedas a joint venture between Michael Kadoorie and a team of aviation professionals including A. Scholnick, M. Khaski, and David Li. The company operatef its first flight in 1996. Its original mission was to provide medical evacuation services and executive chartered flight services. This file contains administrative correspondence, financial statements and meeting minutes. 	2				FALSE	FALSE					1995							
SEK-6-193		D04/01	Metrojet - Executive Aviation file no.2						1995		1997			3	folder(s)	Eng		The idea for a non-scheduled jet operater servicing Hong Kong and China was first discussed in 1994. in 1995, Metrojet was foundedas a joint venture between Michael Kadoorie and a team of aviation professionals including A. Scholnick, M. Khaski, and David Li. The company operatef its first flight in 1996. Its original mission was to provide medical evacuation services and executive chartered flight services. This file contains administrative correspondence, financial statements and meeting minutes. 	2				FALSE	FALSE					1997							
SEK-6-194		D04/02	Metrojet - Executive Aviation file no.3						1997		1999			3	folder(s)	Eng		The idea for a non-scheduled jet operater servicing Hong Kong and China was first discussed in 1994. in 1995, Metrojet was foundedas a joint venture between Michael Kadoorie and a team of aviation professionals including A. Scholnick, M. Khaski, and David Li. The company operatef its first flight in 1996. Its original mission was to provide medical evacuation services and executive chartered flight services. This file contains administrative correspondence, financial statements and meeting minutes. 	2				FALSE	FALSE		SGB 3rd			1999							
SEK-6-195		D04/02-D04/03	Metrojet - Executive Aviation file no.4						1999		2001			3	folder(s)	Eng		The idea for a non-scheduled jet operater servicing Hong Kong and China was first discussed in 1994. in 1995, Metrojet was foundedas a joint venture between Michael Kadoorie and a team of aviation professionals including A. Scholnick, M. Khaski, and David Li. The company operatef its first flight in 1996. Its original mission was to provide medical evacuation services and executive chartered flight services. This file contains administrative correspondence, financial statements and meeting minutes. 	2				FALSE	FALSE		SGB 3rd			2001							
SEK-6-196		D04/03	Metrojet - Executive Aviation file no.5						2001		2002			2	folder(s)	Eng		The idea for a non-scheduled jet operater servicing Hong Kong and China was first discussed in 1994. in 1995, Metrojet was foundedas a joint venture between Michael Kadoorie and a team of aviation professionals including A. Scholnick, M. Khaski, and David Li. The company operatef its first flight in 1996. Its original mission was to provide medical evacuation services and executive chartered flight services. This file contains administrative correspondence, financial statements and meeting minutes. 	2				FALSE	FALSE		SGB 3rd			2002							
SEK-6-197		D04/04	Metrojet - Executive Aviation file (Heliservices + business aviation centre)						2002		2006			2	folder(s)	Eng		This file contains administrative documentation collected by Michael Kadoorie relating to the Business Aviation Centre. Together, Metrojet and Heliservices make up the Kong Kong Aviation Group which is one member of the Business Aviation Centre. 	2				FALSE	FALSE		SGB 3rd			2006							
SEK-6-198	AR2	D04/04	Hongkong Rope Manufacturing Company						1933					1	folder(s)	Eng		The Hongkong Rope Manufacturing Co., Ltd. founded in 1883 and managed by Messrs. Shewan, Tomes and Co. The company's earliest product was rope made of 100 percent Malayan hemp. Later, the company began producing wire rope for use in construction. Eventually, in 1964, the company name was changed to Realty Development Corporation, Ltd. and the company no longer operated as a manufacturer, but  shifted to become involved in real estate development. This file contains a blueprint of the Hong Kong factory, a list of orders received for rope, and reports of proceedings at  extraordinary general meetings. 	1				FALSE	FALSE		SGB 22F			1933						HK Realty & Trust	
SEK-6-199	CH8	D04/04	Hongkong Rope Manufacturing Company						1938					1	folder(s)	Eng		The Hongkong Rope Manufacturing Co., Ltd. founded in 1883 and managed by Messrs. Shewan, Tomes and Co. The company's earliest product was rope made of 100 percent Malayan hemp. Later, the company began producing wire rope for use in construction. Eventually, in 1964, the company name was changed to Realty Development Corporation, Ltd. and the company no longer operated as a manufacturer, but  shifted to become involved in real estate development. This file contains administrative correspondence and a list of factory buildings leased to military authorities during WWII. 	1				FALSE	FALSE		SGB 22F			1938						HK Realty & Trust	30
SEK-6-200	AR3	D04/04	Rubber - cos' reports						1934					1	folder(s)	Eng		In the late 1800s, Asia experienced a rubber boom.  Numerous rubber companies were established to produce rubber in South East Asia. Shanghai served as a management and logistics hub for the rubber production in the region. The Kadoories invested in many rubber companies including: Alma Estates, Amalgamated Rubber, Shanghai Kelantan amoung others. This file contains administrative correspondence with managers J.A. Wattie & Co., Ltd. and A.R. Burkhill & Sons and financial reports. 	1				FALSE	FALSE		SGB 22F			1934							
SEK-6-201	AR4	D04/04	Rubber - general						1935		1936			1	folder(s)	Eng		In the late 1800s, Asia experienced a rubber boom.  Numerous rubber companies were established to produce rubber in South East Asia. Shanghai served as a management and logistics hub for the rubber production in the region. The Kadoories invested in many rubber companies including: Alma Estates, Amalgamated Rubber, Shanghai Kelantan amoung others. This file contains administrative correspondence with managers J.A. Wattie & Co., Ltd. and A.R. Burkhill & Sons and financial reports. 	1				FALSE	FALSE		SGB 22F			1935							
SEK-6-202	DR2	D04/04	Rubber companies						1939					1	folder(s)	Eng		In the late 1800s, Asia experienced a rubber boom.  Numerous rubber companies were established to produce rubber in South East Asia. Shanghai served as a management and logistics hub for the rubber production in the region. The Kadoories invested in many rubber companies including: Alma Estates, Amalgamated Rubber, Shanghai Kelantan amoung others. This file contains administrative correspondence with managers J.A. Wattie & Co., Ltd. and A.R. Burkhill & Sons and financial reports. 	1				FALSE	FALSE		SGB 22F			1939							
